Treatment,Generation,Session,SessionDate,ChainID,ParticipantID,Trial,TrialChain,Configuration,Speed,Payoff,wT,wR,wB,wL,mapT,mapR,mapB,mapL,comX,comY,Inertia,survey_birthyear,SessionGender
ABSMAP,2,uxtntvdj,2024-05-01,YTQUN,0ddqn4qf,5,10,3-2-3-2,0,0,3,2,3,2,3,6,5,7,0,0,10,1992,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZCJUE,6shf8zly,1,6,11-12-11-12,129.76933207902164,0.24,11,12,11,12,4,12,1,11,0,0,46,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZCJUE,6shf8zly,2,7,10-12-10-12,0,0,10,12,10,12,7,2,1,6,0,0,44,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZCJUE,6shf8zly,3,8,11-9-11-9,0,0,11,9,11,9,5,10,6,5,0,0,40,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZCJUE,6shf8zly,4,9,11-1-11-1,0,0,11,1,11,1,7,4,11,6,0,0,24,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZCJUE,6shf8zly,5,10,11-12-11-12,129.76933207902164,0.24,11,12,11,12,4,12,1,11,0,0,46,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZHGCB,rza0g3it,1,6,1-1-1-1,0,0,1,1,1,1,10,5,12,6,0,0,4,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZHGCB,rza0g3it,2,7,1-1-1-1,0,0,1,1,1,1,10,5,12,6,0,0,4,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZHGCB,rza0g3it,3,8,6-7-8-8,0,0,6,7,8,8,4,10,7,1,-0.5,-1,29,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZHGCB,rza0g3it,4,9,10-9-4-9,148.08888888888887,0.35,10,9,4,9,2,6,1,1,0,3,32,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZHGCB,rza0g3it,5,10,11-11-10-5,0,0,11,11,10,5,1,8,8,10,3,0.5,37,1996,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZKKMC,p0dkui7m,1,6,4-2-6-4,0,0,4,2,6,4,1,5,3,11,-1,-1,16,2002,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZKKMC,p0dkui7m,2,7,2-2-11-7,142.13786707882534,0.32,2,2,11,7,11,1,3,2,-2.5,-4.5,22,2002,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZKKMC,p0dkui7m,3,8,2-2-11-7,142.13786707882534,0.32,2,2,11,7,11,1,3,2,-2.5,-4.5,22,2002,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZKKMC,p0dkui7m,4,9,5-2-11-4,137.05394932935914,0.29,5,2,11,4,6,7,4,7,-1,-3,22,2002,Female
ABSMAP,2,uxtntvdj,2024-05-01,ZKKMC,p0dkui7m,5,10,12-6-6-12,0,0,12,6,6,12,1,7,7,9,-3,3,36,2002,Female
ABSMAP,3,uxtntvdj,2024-05-01,APDFF,t8e47bkh,1,11,5-7-5-5,0,0,5,7,5,5,2,10,5,11,1,0,22,1996,Female
ABSMAP,3,uxtntvdj,2024-05-01,APDFF,t8e47bkh,2,12,3-8-3-3,0,0,3,8,3,3,3,3,4,10,2.5,0,17,1996,Female
ABSMAP,3,uxtntvdj,2024-05-01,APDFF,t8e47bkh,3,13,4-7-3-3,0,0,4,7,3,3,1,4,6,11,2,0.5,17,1996,Female
ABSMAP,3,uxtntvdj,2024-05-01,APDFF,t8e47bkh,4,14,3-7-3-3,131.12623574144487,0.25,3,7,3,3,6,11,1,11,2,0,16,1996,Female
ABSMAP,3,uxtntvdj,2024-05-01,APDFF,t8e47bkh,5,15,3-7-3-3,131.12623574144487,0.25,3,7,3,3,6,11,1,11,2,0,16,1996,Female
ABSMAP,3,uxtntvdj,2024-05-01,ASOCJ,zch0vk06,1,11,12-5-5-5,0,0,12,5,5,5,5,11,8,10,0,3.5,27,1992,Female
ABSMAP,3,uxtntvdj,2024-05-01,ASOCJ,zch0vk06,2,12,10-3-5-3,135.83929098966027,0.28,10,3,5,3,3,4,4,4,0,2.5,21,1992,Female
ABSMAP,3,uxtntvdj,2024-05-01,ASOCJ,zch0vk06,3,13,10-6-5-3,0,0,10,6,5,3,4,6,9,8,1.5,2.5,24,1992,Female
ABSMAP,3,uxtntvdj,2024-05-01,ASOCJ,zch0vk06,4,14,10-5-5-3,130.3210203117619,0.24,10,5,5,3,10,7,7,7,1,2.5,23,1992,Female
ABSMAP,3,uxtntvdj,2024-05-01,ASOCJ,zch0vk06,5,15,10-5-6-5,0,0,10,5,6,5,10,5,2,12,0,2,26,1992,Female
ABSMAP,3,wszg3h07,2024-05-01,CSEAC,g3fe0skv,1,11,5-5-6-7,131.94146341463414,0.25,5,5,6,7,4,9,3,3,-1,-0.5,23,1995,Male
ABSMAP,3,wszg3h07,2024-05-01,CSEAC,g3fe0skv,2,12,5-6-6-7,0,0,5,6,6,7,5,6,12,8,-0.5,-0.5,24,1995,Male
ABSMAP,3,wszg3h07,2024-05-01,CSEAC,g3fe0skv,3,13,5-6-6-7,0,0,5,6,6,7,5,6,12,8,-0.5,-0.5,24,1995,Male
ABSMAP,3,wszg3h07,2024-05-01,CSEAC,g3fe0skv,4,14,3-6-6-7,0,0,3,6,6,7,2,4,6,12,-0.5,-1.5,22,1995,Male
ABSMAP,3,wszg3h07,2024-05-01,CSEAC,g3fe0skv,5,15,3-6-6-7,0,0,3,6,6,7,2,4,6,12,-0.5,-1.5,22,1995,Male
ABSMAP,3,uxtntvdj,2024-05-01,CYWON,44q0eyst,1,11,5-5-5-5,0,0,5,5,5,5,5,9,1,11,0,0,20,1990,Female
ABSMAP,3,uxtntvdj,2024-05-01,CYWON,44q0eyst,2,12,1-1-1-1,132.95884337349398,0.26,1,1,1,1,10,8,7,6,0,0,4,1990,Female
ABSMAP,3,uxtntvdj,2024-05-01,CYWON,44q0eyst,3,13,4-1-4-1,0,0,4,1,4,1,2,11,12,6,0,0,10,1990,Female
ABSMAP,3,uxtntvdj,2024-05-01,CYWON,44q0eyst,4,14,7-1-7-1,131.62671755725194,0.25,7,1,7,1,7,11,4,9,0,0,16,1990,Female
ABSMAP,3,uxtntvdj,2024-05-01,CYWON,44q0eyst,5,15,10-1-10-1,0,0,10,1,10,1,1,8,1,10,0,0,22,1990,Female
ABSMAP,3,uxtntvdj,2024-05-01,DQDHW,ha2uzxoq,1,11,12-12-12-12,0,0,12,12,12,12,1,10,3,5,0,0,48,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,DQDHW,ha2uzxoq,2,12,11-11-11-11,126.9625402669121,0.22,11,11,11,11,12,9,3,10,0,0,44,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,DQDHW,ha2uzxoq,3,13,10-10-10-10,145.28151658767771,0.34,10,10,10,10,8,3,1,4,0,0,40,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,DQDHW,ha2uzxoq,4,14,9-9-9-9,0,0,9,9,9,9,10,3,9,6,0,0,36,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,DQDHW,ha2uzxoq,5,15,10-10-10-10,145.28151658767771,0.34,10,10,10,10,8,3,1,4,0,0,40,1995,Female
ABSMAP,3,wszg3h07,2024-05-01,DVWCV,p2ybfljf,1,11,7-8-10-6,124.78046132971504,0.21,7,8,10,6,12,5,10,5,1,-1.5,31,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,DVWCV,p2ybfljf,2,12,4-6-10-1,0,0,4,6,10,1,2,8,5,4,2.5,-3,21,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,DVWCV,p2ybfljf,3,13,5-8-10-2,144.7479538300105,0.33,5,8,10,2,11,8,2,1,3,-2.5,25,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,DVWCV,p2ybfljf,4,14,5-8-7-2,146.82788717402872,0.34,5,8,7,2,11,2,4,1,3,-1,22,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,DVWCV,p2ybfljf,5,15,7-7-7-7,0,0,7,7,7,7,7,1,1,7,0,0,28,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,ECHIT,e5behrni,1,11,11-12-12-12,0,0,11,12,12,12,1,1,2,5,0,-0.5,47,1992,Male
ABSMAP,3,wszg3h07,2024-05-01,ECHIT,e5behrni,2,12,12-12-12-12,151.58769230769232,0.37,12,12,12,12,9,5,1,2,0,0,48,1992,Male
ABSMAP,3,wszg3h07,2024-05-01,ECHIT,e5behrni,3,13,12-12-12-12,151.58769230769232,0.37,12,12,12,12,9,5,1,2,0,0,48,1992,Male
ABSMAP,3,wszg3h07,2024-05-01,ECHIT,e5behrni,4,14,12-12-12-12,151.58769230769232,0.37,12,12,12,12,9,5,1,2,0,0,48,1992,Male
ABSMAP,3,wszg3h07,2024-05-01,ECHIT,e5behrni,5,15,12-12-12-12,151.58769230769232,0.37,12,12,12,12,9,5,1,2,0,0,48,1992,Male
ABSMAP,3,wszg3h07,2024-05-01,EHDEC,no0lur3n,1,11,10-5-10-5,0,0,10,5,10,5,2,12,3,8,0,0,30,1998,Male
ABSMAP,3,wszg3h07,2024-05-01,EHDEC,no0lur3n,2,12,7-7-7-7,0,0,7,7,7,7,3,10,4,6,0,0,28,1998,Male
ABSMAP,3,wszg3h07,2024-05-01,EHDEC,no0lur3n,3,13,9-3-9-3,0,0,9,3,9,3,1,12,7,12,0,0,24,1998,Male
ABSMAP,3,wszg3h07,2024-05-01,EHDEC,no0lur3n,4,14,12-1-12-1,0,0,12,1,12,1,10,4,4,12,0,0,26,1998,Male
ABSMAP,3,wszg3h07,2024-05-01,EHDEC,no0lur3n,5,15,12-12-12-12,0,0,12,12,12,12,8,1,10,2,0,0,48,1998,Male
ABSMAP,3,uxtntvdj,2024-05-01,EUDNN,ak0al700,1,11,4-5-8-5,0,0,4,5,8,5,7,8,8,10,0,-2,22,2000,Female
ABSMAP,3,uxtntvdj,2024-05-01,EUDNN,ak0al700,2,12,1-5-8-6,0,0,1,5,8,6,7,6,9,8,-0.5,-3.5,20,2000,Female
ABSMAP,3,uxtntvdj,2024-05-01,EUDNN,ak0al700,3,13,4-5-5-5,0,0,4,5,5,5,6,1,12,6,0,-0.5,19,2000,Female
ABSMAP,3,uxtntvdj,2024-05-01,EUDNN,ak0al700,4,14,9-9-9-9,0,0,9,9,9,9,2,12,7,4,0,0,36,2000,Female
ABSMAP,3,uxtntvdj,2024-05-01,EUDNN,ak0al700,5,15,1-9-12-9,146.43821656050957,0.34,1,9,12,9,4,4,4,1,0,-5.5,31,2000,Female
ABSMAP,3,wszg3h07,2024-05-01,FWBZH,3n5jv1mb,1,11,6-7-7-6,0,0,6,7,7,6,2,7,11,7,0.5,-0.5,26,2004,Male
ABSMAP,3,wszg3h07,2024-05-01,FWBZH,3n5jv1mb,2,12,7-6-6-7,146.51598513011152,0.34,7,6,6,7,3,1,3,1,-0.5,0.5,26,2004,Male
ABSMAP,3,wszg3h07,2024-05-01,FWBZH,3n5jv1mb,3,13,12-11-11-1,0,0,12,11,11,1,4,2,10,1,5,0.5,35,2004,Male
ABSMAP,3,wszg3h07,2024-05-01,FWBZH,3n5jv1mb,4,14,8-9-9-8,0,0,8,9,9,8,3,4,2,7,0.5,-0.5,34,2004,Male
ABSMAP,3,wszg3h07,2024-05-01,FWBZH,3n5jv1mb,5,15,7-6-6-7,146.51598513011152,0.34,7,6,6,7,3,1,3,1,-0.5,0.5,26,2004,Male
ABSMAP,3,wszg3h07,2024-05-01,GCJCC,8o04cgrr,1,11,5-5-6-5,0,0,5,5,6,5,2,5,3,11,0,-0.5,21,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,GCJCC,8o04cgrr,2,12,5-5-7-5,0,0,5,5,7,5,1,2,9,9,0,-1,22,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,GCJCC,8o04cgrr,3,13,1-1-1-1,137.05394932935914,0.29,1,1,1,1,4,10,2,8,0,0,4,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,GCJCC,8o04cgrr,4,14,12-12-12-12,132.44819971195392,0.26,12,12,12,12,9,7,8,2,0,0,48,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,GCJCC,8o04cgrr,5,15,1-12-1-12,138.70769230769233,0.3,1,12,1,12,11,8,3,7,0,0,26,1997,Male
ABSMAP,3,uxtntvdj,2024-05-01,IPWNT,xbbyxd2y,1,11,11-11-11-11,0,0,11,11,11,11,4,3,10,4,0,0,44,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,IPWNT,xbbyxd2y,2,12,7-7-7-7,144.14294670846397,0.33,7,7,7,7,12,7,3,1,0,0,28,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,IPWNT,xbbyxd2y,3,13,5-5-5-5,0,0,5,5,5,5,3,12,7,8,0,0,20,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,IPWNT,xbbyxd2y,4,14,6-6-6-6,0,0,6,6,6,6,2,6,6,2,0,0,24,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,IPWNT,xbbyxd2y,5,15,7-7-7-7,144.14294670846397,0.33,7,7,7,7,12,7,3,1,0,0,28,1989,Female
ABSMAP,3,wszg3h07,2024-05-01,KRCKT,gy4yu3it,1,11,6-7-6-8,0,0,6,7,6,8,3,6,7,8,-0.5,0,27,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,KRCKT,gy4yu3it,2,12,12-6-8-6,0,0,12,6,8,6,1,11,6,2,0,2,32,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,KRCKT,gy4yu3it,3,13,1-5-3-5,0,0,1,5,3,5,1,2,5,2,0,-1,14,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,KRCKT,gy4yu3it,4,14,4-4-5-3,110.00382775119616,0.12,4,4,5,3,10,5,10,6,0.5,-0.5,16,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,KRCKT,gy4yu3it,5,15,6-4-5-4,0,0,6,4,5,4,6,5,11,9,0,0.5,19,1997,Male
ABSMAP,3,wszg3h07,2024-05-01,KSWNJ,1jej362w,1,11,6-5-5-5,131.376,0.25,6,5,5,5,12,11,2,10,0,0.5,21,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,KSWNJ,1jej362w,2,12,6-5-5-5,131.376,0.25,6,5,5,5,12,11,2,10,0,0.5,21,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,KSWNJ,1jej362w,3,13,6-5-5-5,131.376,0.25,6,5,5,5,12,11,2,10,0,0.5,21,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,KSWNJ,1jej362w,4,14,6-5-5-5,131.376,0.25,6,5,5,5,12,11,2,10,0,0.5,21,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,KSWNJ,1jej362w,5,15,6-5-5-5,131.376,0.25,6,5,5,5,12,11,2,10,0,0.5,21,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,LMLVK,ivbw1p8f,1,11,2-2-2-2,0,0,2,2,2,2,8,12,12,2,0,0,8,1996,Male
ABSMAP,3,wszg3h07,2024-05-01,LMLVK,ivbw1p8f,2,12,1-1-1-1,132.89479768786126,0.26,1,1,1,1,10,12,1,10,0,0,4,1996,Male
ABSMAP,3,wszg3h07,2024-05-01,LMLVK,ivbw1p8f,3,13,12-12-12-12,0,0,12,12,12,12,4,3,3,5,0,0,48,1996,Male
ABSMAP,3,wszg3h07,2024-05-01,LMLVK,ivbw1p8f,4,14,1-1-1-1,132.89479768786126,0.26,1,1,1,1,10,12,1,10,0,0,4,1996,Male
ABSMAP,3,wszg3h07,2024-05-01,LMLVK,ivbw1p8f,5,15,1-1-1-1,132.89479768786126,0.26,1,1,1,1,10,12,1,10,0,0,4,1996,Male
ABSMAP,3,uxtntvdj,2024-05-01,MPUJQ,zi0xgmw7,1,11,7-7-7-7,141.7726618705036,0.31,7,7,7,7,9,5,6,3,0,0,28,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,MPUJQ,zi0xgmw7,2,12,4-4-4-4,0,0,4,4,4,4,12,5,10,7,0,0,16,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,MPUJQ,zi0xgmw7,3,13,9-9-9-9,0,0,9,9,9,9,3,7,5,7,0,0,36,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,MPUJQ,zi0xgmw7,4,14,6-6-6-6,0,0,6,6,6,6,11,4,6,10,0,0,24,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,MPUJQ,zi0xgmw7,5,15,12-12-12-12,0,0,12,12,12,12,5,4,4,6,0,0,48,1989,Female
ABSMAP,3,wszg3h07,2024-05-01,OAUJF,t01zhb4s,1,11,1-1-1-1,0,0,1,1,1,1,3,1,1,9,0,0,4,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,OAUJF,t01zhb4s,2,12,12-12-12-12,0,0,12,12,12,12,3,7,11,12,0,0,48,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,OAUJF,t01zhb4s,3,13,6-6-6-6,0,0,6,6,6,6,12,2,5,9,0,0,24,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,OAUJF,t01zhb4s,4,14,12-1-12-1,0,0,12,1,12,1,4,6,10,2,0,0,26,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,OAUJF,t01zhb4s,5,15,1-12-1-12,0,0,1,12,1,12,2,5,11,8,0,0,26,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,QELED,cs31g653,1,11,7-6-9-8,141.69984591679506,0.31,7,6,9,8,9,2,6,2,-1,-1,30,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,QELED,cs31g653,2,12,4-6-9-8,0,0,4,6,9,8,3,10,5,12,-1,-2.5,27,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,QELED,cs31g653,3,13,7-6-9-8,141.69984591679506,0.31,7,6,9,8,9,2,6,2,-1,-1,30,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,QELED,cs31g653,4,14,7-6-9-8,141.69984591679506,0.31,7,6,9,8,9,2,6,2,-1,-1,30,1991,Male
ABSMAP,3,wszg3h07,2024-05-01,QELED,cs31g653,5,15,10-6-9-8,0,0,10,6,9,8,2,3,10,3,-1,0.5,33,1991,Male
ABSMAP,3,uxtntvdj,2024-05-01,SILFR,v3g1lwt6,1,11,8-11-8-10,0,0,8,11,8,10,10,9,11,3,0.5,0,37,2004,Female
ABSMAP,3,uxtntvdj,2024-05-01,SILFR,v3g1lwt6,2,12,8-11-8-10,0,0,8,11,8,10,10,9,11,3,0.5,0,37,2004,Female
ABSMAP,3,uxtntvdj,2024-05-01,SILFR,v3g1lwt6,3,13,8-10-8-10,144.59622641509435,0.33,8,10,8,10,5,7,2,6,0,0,36,2004,Female
ABSMAP,3,uxtntvdj,2024-05-01,SILFR,v3g1lwt6,4,14,8-10-8-10,144.59622641509435,0.33,8,10,8,10,5,7,2,6,0,0,36,2004,Female
ABSMAP,3,uxtntvdj,2024-05-01,SILFR,v3g1lwt6,5,15,8-10-8-10,144.59622641509435,0.33,8,10,8,10,5,7,2,6,0,0,36,2004,Female
ABSMAP,3,wszg3h07,2024-05-01,THVAA,pmr7bd1j,1,11,10-5-10-5,142.8,0.32,10,5,10,5,5,10,1,3,0,0,30,1988,Male
ABSMAP,3,wszg3h07,2024-05-01,THVAA,pmr7bd1j,2,12,10-5-10-5,142.8,0.32,10,5,10,5,5,10,1,3,0,0,30,1988,Male
ABSMAP,3,wszg3h07,2024-05-01,THVAA,pmr7bd1j,3,13,10-10-10-5,0,0,10,10,10,5,10,1,6,11,2.5,0,35,1988,Male
ABSMAP,3,wszg3h07,2024-05-01,THVAA,pmr7bd1j,4,14,10-5-10-5,142.8,0.32,10,5,10,5,5,10,1,3,0,0,30,1988,Male
ABSMAP,3,wszg3h07,2024-05-01,THVAA,pmr7bd1j,5,15,10-5-10-5,142.8,0.32,10,5,10,5,5,10,1,3,0,0,30,1988,Male
ABSMAP,3,uxtntvdj,2024-05-01,TQPGG,vyenay9h,1,11,5-5-5-5,0,0,5,5,5,5,4,8,3,12,0,0,20,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,TQPGG,vyenay9h,2,12,12-12-12-12,130.56772361571225,0.25,12,12,12,12,12,9,8,3,0,0,48,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,TQPGG,vyenay9h,3,13,11-12-11-12,139.69093670886076,0.3,11,12,11,12,5,10,1,8,0,0,46,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,TQPGG,vyenay9h,4,14,11-10-11-10,0,0,11,10,11,10,10,2,6,9,0,0,42,1995,Female
ABSMAP,3,uxtntvdj,2024-05-01,TQPGG,vyenay9h,5,15,11-12-11-12,139.69093670886076,0.3,11,12,11,12,5,10,1,8,0,0,46,1995,Female
ABSMAP,3,wszg3h07,2024-05-01,TSNQW,goo9z0wa,1,11,7-7-7-7,143.31927272727273,0.32,7,7,7,7,5,4,1,5,0,0,28,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,TSNQW,goo9z0wa,2,12,12-12-12-12,125.40436363636366,0.21,12,12,12,12,7,10,7,8,0,0,48,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,TSNQW,goo9z0wa,3,13,1-1-1-1,0,0,1,1,1,1,1,10,3,7,0,0,4,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,TSNQW,goo9z0wa,4,14,7-7-7-7,143.31927272727273,0.32,7,7,7,7,5,4,1,5,0,0,28,1990,Male
ABSMAP,3,wszg3h07,2024-05-01,TSNQW,goo9z0wa,5,15,7-7-7-7,143.31927272727273,0.32,7,7,7,7,5,4,1,5,0,0,28,1990,Male
ABSMAP,3,uxtntvdj,2024-05-01,UDFFM,uns7dpbd,1,11,7-8-9-9,123.44053691275168,0.2,7,8,9,9,12,7,11,4,-0.5,-1,33,1993,Female
ABSMAP,3,uxtntvdj,2024-05-01,UDFFM,uns7dpbd,2,12,12-12-12-12,0,0,12,12,12,12,4,12,9,12,0,0,48,1993,Female
ABSMAP,3,uxtntvdj,2024-05-01,UDFFM,uns7dpbd,3,13,1-1-1-1,0,0,1,1,1,1,4,11,7,12,0,0,4,1993,Female
ABSMAP,3,uxtntvdj,2024-05-01,UDFFM,uns7dpbd,4,14,7-9-7-9,0,0,7,9,7,9,2,4,9,3,0,0,32,1993,Female
ABSMAP,3,uxtntvdj,2024-05-01,UDFFM,uns7dpbd,5,15,10-9-9-9,0,0,10,9,9,9,11,12,11,4,0,0.5,37,1993,Female
ABSMAP,3,wszg3h07,2024-05-01,WTZLZ,azi2gyb6,1,11,5-8-5-8,137.87586206896552,0.29,5,8,5,8,12,11,2,2,0,0,26,2000,Male
ABSMAP,3,wszg3h07,2024-05-01,WTZLZ,azi2gyb6,2,12,5-8-5-8,137.87586206896552,0.29,5,8,5,8,12,11,2,2,0,0,26,2000,Male
ABSMAP,3,wszg3h07,2024-05-01,WTZLZ,azi2gyb6,3,13,5-8-5-8,137.87586206896552,0.29,5,8,5,8,12,11,2,2,0,0,26,2000,Male
ABSMAP,3,wszg3h07,2024-05-01,WTZLZ,azi2gyb6,4,14,5-8-5-8,137.87586206896552,0.29,5,8,5,8,12,11,2,2,0,0,26,2000,Male
ABSMAP,3,wszg3h07,2024-05-01,WTZLZ,azi2gyb6,5,15,5-8-5-8,137.87586206896552,0.29,5,8,5,8,12,11,2,2,0,0,26,2000,Male
ABSMAP,3,wszg3h07,2024-05-01,YKNHF,dgy4mpzj,1,11,7-5-2-4,0,0,7,5,2,4,1,2,8,2,0.5,2.5,18,1989,Male
ABSMAP,3,wszg3h07,2024-05-01,YKNHF,dgy4mpzj,2,12,7-5-9-10,129.161797752809,0.24,7,5,9,10,12,7,9,5,-2.5,-1,31,1989,Male
ABSMAP,3,wszg3h07,2024-05-01,YKNHF,dgy4mpzj,3,13,7-5-10-9,133.47343976777938,0.26,7,5,10,9,9,3,9,1,-2,-1.5,31,1989,Male
ABSMAP,3,wszg3h07,2024-05-01,YKNHF,dgy4mpzj,4,14,7-8-10-9,0,0,7,8,10,9,6,6,11,9,-0.5,-1.5,34,1989,Male
ABSMAP,3,wszg3h07,2024-05-01,YKNHF,dgy4mpzj,5,15,5-5-10-9,0,0,5,5,10,9,5,1,12,6,-2,-2.5,29,1989,Male
ABSMAP,3,uxtntvdj,2024-05-01,YOKWM,bqusrmmb,1,11,7-11-7-10,0,0,7,11,7,10,5,2,12,6,0.5,0,35,1999,Female
ABSMAP,3,uxtntvdj,2024-05-01,YOKWM,bqusrmmb,2,12,7-8-9-7,0,0,7,8,9,7,4,11,12,2,0.5,-1,31,1999,Female
ABSMAP,3,uxtntvdj,2024-05-01,YOKWM,bqusrmmb,3,13,10-7-10-7,149.7771986970684,0.36,10,7,10,7,11,5,1,1,0,0,34,1999,Female
ABSMAP,3,uxtntvdj,2024-05-01,YOKWM,bqusrmmb,4,14,10-9-9-8,0,0,10,9,9,8,5,11,10,9,0.5,0.5,36,1999,Female
ABSMAP,3,uxtntvdj,2024-05-01,YOKWM,bqusrmmb,5,15,10-8-10-8,0,0,10,8,10,8,9,4,10,10,0,0,36,1999,Female
ABSMAP,3,uxtntvdj,2024-05-01,YTQUN,srxduord,1,11,1-1-1-1,0,0,1,1,1,1,1,2,2,3,0,0,4,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,YTQUN,srxduord,2,12,1-3-1-3,139.90344827586208,0.3,1,3,1,3,8,11,1,7,0,0,8,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,YTQUN,srxduord,3,13,1-4-1-4,0,0,1,4,1,4,1,1,6,6,0,0,10,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,YTQUN,srxduord,4,14,1-3-1-3,139.90344827586208,0.3,1,3,1,3,8,11,1,7,0,0,8,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,YTQUN,srxduord,5,15,1-3-1-3,139.90344827586208,0.3,1,3,1,3,8,11,1,7,0,0,8,1989,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZCJUE,bghzxxmr,1,11,11-11-11-11,121.91321254971275,0.19,11,11,11,11,12,12,8,9,0,0,44,1997,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZCJUE,bghzxxmr,2,12,11-10-11-10,0,0,11,10,11,10,3,7,10,3,0,0,42,1997,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZCJUE,bghzxxmr,3,13,10-1-10-1,0,0,10,1,10,1,9,1,7,7,0,0,22,1997,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZCJUE,bghzxxmr,4,14,11-12-11-12,129.76933207902164,0.24,11,12,11,12,4,12,1,11,0,0,46,1997,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZCJUE,bghzxxmr,5,15,11-11-11-11,121.91321254971275,0.19,11,11,11,11,12,12,8,9,0,0,44,1997,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZHGCB,i7ogwjfq,1,11,10-10-10-5,0,0,10,10,10,5,8,3,8,9,2.5,0,35,1988,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZHGCB,i7ogwjfq,2,12,12-12-11-6,0,0,12,12,11,6,5,7,9,4,3,0.5,41,1988,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZHGCB,i7ogwjfq,3,13,6-6-6-6,145.6650475184794,0.34,6,6,6,6,12,3,2,3,0,0,24,1988,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZHGCB,i7ogwjfq,4,14,7-7-7-7,0,0,7,7,7,7,11,1,12,12,0,0,28,1988,Female
ABSMAP,3,uxtntvdj,2024-05-01,ZHGCB,i7ogwjfq,5,15,6-6-6-6,145.6650475184794,0.34,6,6,6,6,12,3,2,3,0,0,24,1988,Female
