Treatment,Generation,Session,SessionDate,ChainID,ParticipantID,Trial,TrialChain,Configuration,Speed,Payoff,wT,wR,wB,wL,mapT,mapR,mapB,mapL,comX,comY,Inertia,survey_birthyear,SessionGender
ABS,1,6845py9l,2024-04-04,GBCDH,e5v8qj67,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Male
ABS,1,6845py9l,2024-04-04,GBCDH,e5v8qj67,2,2,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Male
ABS,1,6845py9l,2024-04-04,GBCDH,e5v8qj67,3,3,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Male
ABS,1,6845py9l,2024-04-04,GBCDH,e5v8qj67,4,4,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Male
ABS,1,6845py9l,2024-04-04,GBCDH,e5v8qj67,5,5,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Male
ABS,1,6845py9l,2024-04-04,HCWTH,wtvwfmpy,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1994,Male
ABS,1,6845py9l,2024-04-04,HCWTH,wtvwfmpy,2,2,12-5-5-5,138.2212424849699,0.29,12,5,5,5,NA,NA,NA,NA,0,3.5,27,1994,Male
ABS,1,6845py9l,2024-04-04,HCWTH,wtvwfmpy,3,3,12-12-5-5,131.376,0.25,12,12,5,5,NA,NA,NA,NA,3.5,3.5,34,1994,Male
ABS,1,6845py9l,2024-04-04,HCWTH,wtvwfmpy,4,4,12-1-12-1,119.8477845351868,0.18,12,1,12,1,NA,NA,NA,NA,0,0,26,1994,Male
ABS,1,6845py9l,2024-04-04,HCWTH,wtvwfmpy,5,5,12-1-1-12,0,0,12,1,1,12,NA,NA,NA,NA,-5.5,5.5,26,1994,Male
ABS,1,a5pa503k,2024-04-05,HVRWR,g49o0ko6,1,1,12-12-12-12,102.29499443826472,0.07,12,12,12,12,NA,NA,NA,NA,0,0,48,1991,Female
ABS,1,a5pa503k,2024-04-05,HVRWR,g49o0ko6,2,2,12-12-12-12,102.29499443826472,0.07,12,12,12,12,NA,NA,NA,NA,0,0,48,1991,Female
ABS,1,a5pa503k,2024-04-05,HVRWR,g49o0ko6,3,3,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1991,Female
ABS,1,a5pa503k,2024-04-05,HVRWR,g49o0ko6,4,4,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1991,Female
ABS,1,a5pa503k,2024-04-05,HVRWR,g49o0ko6,5,5,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1991,Female
ABS,1,6845py9l,2024-04-04,IDRSP,8o388d4u,1,1,2-3-4-1,0,0,2,3,4,1,NA,NA,NA,NA,1,-1,10,1991,Male
ABS,1,6845py9l,2024-04-04,IDRSP,8o388d4u,2,2,3-4-5-2,0,0,3,4,5,2,NA,NA,NA,NA,1,-1,14,1991,Male
ABS,1,6845py9l,2024-04-04,IDRSP,8o388d4u,3,3,4-5-6-3,0,0,4,5,6,3,NA,NA,NA,NA,1,-1,18,1991,Male
ABS,1,6845py9l,2024-04-04,IDRSP,8o388d4u,4,4,5-6-7-4,0,0,5,6,7,4,NA,NA,NA,NA,1,-1,22,1991,Male
ABS,1,6845py9l,2024-04-04,IDRSP,8o388d4u,5,5,6-7-8-5,0,0,6,7,8,5,NA,NA,NA,NA,1,-1,26,1991,Male
ABS,1,a5pa503k,2024-04-05,LKCNA,ez9niagk,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1996,Female
ABS,1,a5pa503k,2024-04-05,LKCNA,ez9niagk,2,2,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1996,Female
ABS,1,a5pa503k,2024-04-05,LKCNA,ez9niagk,3,3,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1996,Female
ABS,1,a5pa503k,2024-04-05,LKCNA,ez9niagk,4,4,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1996,Female
ABS,1,a5pa503k,2024-04-05,LKCNA,ez9niagk,5,5,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1996,Female
ABS,1,a5pa503k,2024-04-05,MFUCQ,pv3y4lqd,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1993,Female
ABS,1,a5pa503k,2024-04-05,MFUCQ,pv3y4lqd,2,2,8-4-5-4,141.9185185185185,0.31,8,4,5,4,NA,NA,NA,NA,0,1.5,21,1993,Female
ABS,1,a5pa503k,2024-04-05,MFUCQ,pv3y4lqd,3,3,10-4-5-4,141.4093285494618,0.31,10,4,5,4,NA,NA,NA,NA,0,2.5,23,1993,Female
ABS,1,a5pa503k,2024-04-05,MFUCQ,pv3y4lqd,4,4,10-3-5-3,142.8,0.32,10,3,5,3,NA,NA,NA,NA,0,2.5,21,1993,Female
ABS,1,a5pa503k,2024-04-05,MFUCQ,pv3y4lqd,5,5,10-2-4-2,145.89613960867266,0.34,10,2,4,2,NA,NA,NA,NA,0,3,18,1993,Female
ABS,1,6845py9l,2024-04-04,NGPZZ,hpj2onsk,1,1,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1994,Male
ABS,1,6845py9l,2024-04-04,NGPZZ,hpj2onsk,2,2,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1994,Male
ABS,1,6845py9l,2024-04-04,NGPZZ,hpj2onsk,3,3,3-3-3-3,144.2182958703607,0.33,3,3,3,3,NA,NA,NA,NA,0,0,12,1994,Male
ABS,1,6845py9l,2024-04-04,NGPZZ,hpj2onsk,4,4,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1994,Male
ABS,1,6845py9l,2024-04-04,NGPZZ,hpj2onsk,5,5,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1994,Male
ABS,1,a5pa503k,2024-04-05,OEZZH,k4mz4cwt,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1995,Female
ABS,1,a5pa503k,2024-04-05,OEZZH,k4mz4cwt,2,2,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1995,Female
ABS,1,a5pa503k,2024-04-05,OEZZH,k4mz4cwt,3,3,8-5-6-7,0,0,8,5,6,7,NA,NA,NA,NA,-1,1,26,1995,Female
ABS,1,a5pa503k,2024-04-05,OEZZH,k4mz4cwt,4,4,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1995,Female
ABS,1,a5pa503k,2024-04-05,OEZZH,k4mz4cwt,5,5,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1995,Female
ABS,1,6845py9l,2024-04-04,OYGNU,dwj5nhc3,1,1,10-4-2-8,0,0,10,4,2,8,NA,NA,NA,NA,-2,4,24,1989,Male
ABS,1,6845py9l,2024-04-04,OYGNU,dwj5nhc3,2,2,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1989,Male
ABS,1,6845py9l,2024-04-04,OYGNU,dwj5nhc3,3,3,3-2-9-3,0,0,3,2,9,3,NA,NA,NA,NA,-0.5,-3,17,1989,Male
ABS,1,6845py9l,2024-04-04,OYGNU,dwj5nhc3,4,4,1-2-1-1,151.1723835616438,0.37,1,2,1,1,NA,NA,NA,NA,0.5,0,5,1989,Male
ABS,1,6845py9l,2024-04-04,OYGNU,dwj5nhc3,5,5,1-12-1-1,0,0,1,12,1,1,NA,NA,NA,NA,5.5,0,15,1989,Male
ABS,1,a5pa503k,2024-04-05,PGGOS,xzt8rro3,1,1,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1999,Female
ABS,1,a5pa503k,2024-04-05,PGGOS,xzt8rro3,2,2,12-12-12-12,102.29499443826472,0.07,12,12,12,12,NA,NA,NA,NA,0,0,48,1999,Female
ABS,1,a5pa503k,2024-04-05,PGGOS,xzt8rro3,3,3,12-1-12-1,119.8477845351868,0.18,12,1,12,1,NA,NA,NA,NA,0,0,26,1999,Female
ABS,1,a5pa503k,2024-04-05,PGGOS,xzt8rro3,4,4,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1999,Female
ABS,1,a5pa503k,2024-04-05,PGGOS,xzt8rro3,5,5,5-4-5-4,138.5683576092416,0.29,5,4,5,4,NA,NA,NA,NA,0,0,18,1999,Female
ABS,1,6845py9l,2024-04-04,QIGGH,rkcm9cjs,1,1,9-4-8-6,0,0,9,4,8,6,NA,NA,NA,NA,-1,0.5,27,2005,Male
ABS,1,6845py9l,2024-04-04,QIGGH,rkcm9cjs,2,2,9-4-8-3,135.17373836354727,0.27,9,4,8,3,NA,NA,NA,NA,0.5,0.5,24,2005,Male
ABS,1,6845py9l,2024-04-04,QIGGH,rkcm9cjs,3,3,9-7-8-3,133.15135135135137,0.26,9,7,8,3,NA,NA,NA,NA,2,0.5,27,2005,Male
ABS,1,6845py9l,2024-04-04,QIGGH,rkcm9cjs,4,4,1-7-8-3,0,0,1,7,8,3,NA,NA,NA,NA,2,-3.5,19,2005,Male
ABS,1,6845py9l,2024-04-04,QIGGH,rkcm9cjs,5,5,9-7-6-3,139.83253928028384,0.3,9,7,6,3,NA,NA,NA,NA,2,1.5,25,2005,Male
ABS,1,6845py9l,2024-04-04,QSLCF,lzalpkb8,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,2000,Male
ABS,1,6845py9l,2024-04-04,QSLCF,lzalpkb8,2,2,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,2000,Male
ABS,1,6845py9l,2024-04-04,QSLCF,lzalpkb8,3,3,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,2000,Male
ABS,1,6845py9l,2024-04-04,QSLCF,lzalpkb8,4,4,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,2000,Male
ABS,1,6845py9l,2024-04-04,QSLCF,lzalpkb8,5,5,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,2000,Male
ABS,1,a5pa503k,2024-04-05,QSPNV,nhbk1ak1,1,1,8-11-7-4,0,0,8,11,7,4,NA,NA,NA,NA,3.5,0.5,30,1991,Female
ABS,1,a5pa503k,2024-04-05,QSPNV,nhbk1ak1,2,2,6-4-4-10,0,0,6,4,4,10,NA,NA,NA,NA,-3,1,24,1991,Female
ABS,1,a5pa503k,2024-04-05,QSPNV,nhbk1ak1,3,3,5-5-5-7,0,0,5,5,5,7,NA,NA,NA,NA,-1,0,22,1991,Female
ABS,1,a5pa503k,2024-04-05,QSPNV,nhbk1ak1,4,4,3-2-4-8,0,0,3,2,4,8,NA,NA,NA,NA,-3,-0.5,17,1991,Female
ABS,1,a5pa503k,2024-04-05,QSPNV,nhbk1ak1,5,5,1-3-7-5,0,0,1,3,7,5,NA,NA,NA,NA,-1,-3,16,1991,Female
ABS,1,a5pa503k,2024-04-05,QYIQR,lbzamkpz,1,1,7-5-5-5,139.62024291497977,0.3,7,5,5,5,NA,NA,NA,NA,0,1,22,1998,Female
ABS,1,a5pa503k,2024-04-05,QYIQR,lbzamkpz,2,2,7-6-7-8,0,0,7,6,7,8,NA,NA,NA,NA,-1,0,28,1998,Female
ABS,1,a5pa503k,2024-04-05,QYIQR,lbzamkpz,3,3,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1998,Female
ABS,1,a5pa503k,2024-04-05,QYIQR,lbzamkpz,4,4,2-6-5-2,0,0,2,6,5,2,NA,NA,NA,NA,2,-1.5,15,1998,Female
ABS,1,a5pa503k,2024-04-05,QYIQR,lbzamkpz,5,5,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1998,Female
ABS,1,a5pa503k,2024-04-05,RTBPO,teznglf7,1,1,6-6-5-5,139.83253928028384,0.3,6,6,5,5,NA,NA,NA,NA,0.5,0.5,22,1988,Female
ABS,1,a5pa503k,2024-04-05,RTBPO,teznglf7,2,2,6-6-7-8,0,0,6,6,7,8,NA,NA,NA,NA,-1,-0.5,27,1988,Female
ABS,1,a5pa503k,2024-04-05,RTBPO,teznglf7,3,3,6-7-7-6,127.78582677165356,0.23,6,7,7,6,NA,NA,NA,NA,0.5,-0.5,26,1988,Female
ABS,1,a5pa503k,2024-04-05,RTBPO,teznglf7,4,4,5-6-6-5,132.57549255165785,0.26,5,6,6,5,NA,NA,NA,NA,0.5,-0.5,22,1988,Female
ABS,1,a5pa503k,2024-04-05,RTBPO,teznglf7,5,5,8-7-7-8,119.07190332326284,0.18,8,7,7,8,NA,NA,NA,NA,-0.5,0.5,30,1988,Female
ABS,1,6845py9l,2024-04-04,SECAH,gpmy4kct,1,1,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1994,Male
ABS,1,6845py9l,2024-04-04,SECAH,gpmy4kct,2,2,7-7-5-5,140.2590747330961,0.3,7,7,5,5,NA,NA,NA,NA,1,1,24,1994,Male
ABS,1,6845py9l,2024-04-04,SECAH,gpmy4kct,3,3,10-10-7-5,131.18858773181168,0.25,10,10,7,5,NA,NA,NA,NA,2.5,1.5,32,1994,Male
ABS,1,6845py9l,2024-04-04,SECAH,gpmy4kct,4,4,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1994,Male
ABS,1,6845py9l,2024-04-04,SECAH,gpmy4kct,5,5,7-7-5-5,140.2590747330961,0.3,7,7,5,5,NA,NA,NA,NA,1,1,24,1994,Male
ABS,1,6845py9l,2024-04-04,SYMMV,4xjzxyqa,1,1,8-7-3-7,139.9744292237443,0.3,8,7,3,7,NA,NA,NA,NA,0,2.5,25,1999,Male
ABS,1,6845py9l,2024-04-04,SYMMV,4xjzxyqa,2,2,5-8-5-6,135.30632663070134,0.27,5,8,5,6,NA,NA,NA,NA,1,0,24,1999,Male
ABS,1,6845py9l,2024-04-04,SYMMV,4xjzxyqa,3,3,7-7-4-7,137.7381927109336,0.29,7,7,4,7,NA,NA,NA,NA,0,1.5,25,1999,Male
ABS,1,6845py9l,2024-04-04,SYMMV,4xjzxyqa,4,4,8-8-6-5,136.78215171046108,0.28,8,8,6,5,NA,NA,NA,NA,1.5,1,27,1999,Male
ABS,1,6845py9l,2024-04-04,SYMMV,4xjzxyqa,5,5,7-9-4-7,137.60079800498752,0.29,7,9,4,7,NA,NA,NA,NA,1,1.5,27,1999,Male
ABS,1,a5pa503k,2024-04-05,TGWRE,cwnzv63n,1,1,6-6-6-6,131.94146341463414,0.25,6,6,6,6,NA,NA,NA,NA,0,0,24,1992,Female
ABS,1,a5pa503k,2024-04-05,TGWRE,cwnzv63n,2,2,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1992,Female
ABS,1,a5pa503k,2024-04-05,TGWRE,cwnzv63n,3,3,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1992,Female
ABS,1,a5pa503k,2024-04-05,TGWRE,cwnzv63n,4,4,5-5-5-5,136.5790099009901,0.28,5,5,5,5,NA,NA,NA,NA,0,0,20,1992,Female
ABS,1,a5pa503k,2024-04-05,TGWRE,cwnzv63n,5,5,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1992,Female
ABS,1,a5pa503k,2024-04-05,VBKAV,11xiuk4h,1,1,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1990,Female
ABS,1,a5pa503k,2024-04-05,VBKAV,11xiuk4h,2,2,6-6-6-6,131.94146341463414,0.25,6,6,6,6,NA,NA,NA,NA,0,0,24,1990,Female
ABS,1,a5pa503k,2024-04-05,VBKAV,11xiuk4h,3,3,4-4-4-4,140.68822029576745,0.31,4,4,4,4,NA,NA,NA,NA,0,0,16,1990,Female
ABS,1,a5pa503k,2024-04-05,VBKAV,11xiuk4h,4,4,12-10-8-6,127.90431154381083,0.23,12,10,8,6,NA,NA,NA,NA,2,2,36,1990,Female
ABS,1,a5pa503k,2024-04-05,VBKAV,11xiuk4h,5,5,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,1990,Female
ABS,1,a5pa503k,2024-04-05,VHODO,k47ff5by,1,1,12-6-12-6,114.52453300124532,0.15,12,6,12,6,NA,NA,NA,NA,0,0,36,2001,Female
ABS,1,a5pa503k,2024-04-05,VHODO,k47ff5by,2,2,4-3-5-2,140.33041709053916,0.31,4,3,5,2,NA,NA,NA,NA,0.5,-0.5,14,2001,Female
ABS,1,a5pa503k,2024-04-05,VHODO,k47ff5by,3,3,5-7-6-8,0,0,5,7,6,8,NA,NA,NA,NA,-0.5,-0.5,26,2001,Female
ABS,1,a5pa503k,2024-04-05,VHODO,k47ff5by,4,4,1-1-1-1,148.8880733944954,0.36,1,1,1,1,NA,NA,NA,NA,0,0,4,2001,Female
ABS,1,a5pa503k,2024-04-05,VHODO,k47ff5by,5,5,1-12-1-4,0,0,1,12,1,4,NA,NA,NA,NA,4,0,18,2001,Female
ABS,1,a5pa503k,2024-04-05,WDYLQ,q9z5lrb4,1,1,7-7-8-8,0,0,7,7,8,8,NA,NA,NA,NA,-0.5,-0.5,30,1989,Female
ABS,1,a5pa503k,2024-04-05,WDYLQ,q9z5lrb4,2,2,5-4-9-10,0,0,5,4,9,10,NA,NA,NA,NA,-3,-2,28,1989,Female
ABS,1,a5pa503k,2024-04-05,WDYLQ,q9z5lrb4,3,3,10-10-11-10,105.2611980160244,0.09,10,10,11,10,NA,NA,NA,NA,0,-0.5,41,1989,Female
ABS,1,a5pa503k,2024-04-05,WDYLQ,q9z5lrb4,4,4,11-10-4-6,136.78215171046108,0.28,11,10,4,6,NA,NA,NA,NA,2,3.5,31,1989,Female
ABS,1,a5pa503k,2024-04-05,WDYLQ,q9z5lrb4,5,5,8-4-8-10,0,0,8,4,8,10,NA,NA,NA,NA,-3,0,30,1989,Female
ABS,1,6845py9l,2024-04-04,WPSRU,0m6nrasa,1,1,12-12-12-12,102.29499443826472,0.07,12,12,12,12,NA,NA,NA,NA,0,0,48,2003,Male
ABS,1,6845py9l,2024-04-04,WPSRU,0m6nrasa,2,2,12-6-12-6,114.52453300124532,0.15,12,6,12,6,NA,NA,NA,NA,0,0,36,2003,Male
ABS,1,6845py9l,2024-04-04,WPSRU,0m6nrasa,3,3,4-6-4-6,136.1745310957552,0.28,4,6,4,6,NA,NA,NA,NA,0,0,20,2003,Male
ABS,1,6845py9l,2024-04-04,WPSRU,0m6nrasa,4,4,3-5-3-5,140.2590747330961,0.3,3,5,3,5,NA,NA,NA,NA,0,0,16,2003,Male
ABS,1,6845py9l,2024-04-04,WPSRU,0m6nrasa,5,5,2-3-2-3,145.5881794195251,0.34,2,3,2,3,NA,NA,NA,NA,0,0,10,2003,Male
ABS,1,6845py9l,2024-04-04,YFRJC,feb1dc9b,1,1,8-6-8-6,126.67107438016528,0.22,8,6,8,6,NA,NA,NA,NA,0,0,28,1989,Male
ABS,1,6845py9l,2024-04-04,YFRJC,feb1dc9b,2,2,12-10-8-6,127.90431154381083,0.23,12,10,8,6,NA,NA,NA,NA,2,2,36,1989,Male
ABS,1,6845py9l,2024-04-04,YFRJC,feb1dc9b,3,3,2-4-6-8,0,0,2,4,6,8,NA,NA,NA,NA,-2,-2,20,1989,Male
ABS,1,6845py9l,2024-04-04,YFRJC,feb1dc9b,4,4,1-3-5-7,0,0,1,3,5,7,NA,NA,NA,NA,-2,-2,16,1989,Male
ABS,1,6845py9l,2024-04-04,YFRJC,feb1dc9b,5,5,9-12-9-12,108.91812080536911,0.11,9,12,9,12,NA,NA,NA,NA,0,0,42,1989,Male
ABS,1,a5pa503k,2024-04-05,YVZQW,01o7zb2k,1,1,7-7-8-7,120.05639686684071,0.18,7,7,8,7,NA,NA,NA,NA,0,-0.5,29,1992,Female
ABS,1,a5pa503k,2024-04-05,YVZQW,01o7zb2k,2,2,3-3-3-3,144.2182958703607,0.33,3,3,3,3,NA,NA,NA,NA,0,0,12,1992,Female
ABS,1,a5pa503k,2024-04-05,YVZQW,01o7zb2k,3,3,12-1-12-1,119.8477845351868,0.18,12,1,12,1,NA,NA,NA,NA,0,0,26,1992,Female
ABS,1,a5pa503k,2024-04-05,YVZQW,01o7zb2k,4,4,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1992,Female
ABS,1,a5pa503k,2024-04-05,YVZQW,01o7zb2k,5,5,6-6-6-6,131.94146341463414,0.25,6,6,6,6,NA,NA,NA,NA,0,0,24,1992,Female
ABS,1,6845py9l,2024-04-04,ZFEHB,3su2sr2o,1,1,5-7-5-5,137.87586206896552,0.29,5,7,5,5,NA,NA,NA,NA,1,0,22,1992,Male
ABS,1,6845py9l,2024-04-04,ZFEHB,3su2sr2o,2,2,6-7-7-5,129.95270843146494,0.24,6,7,7,5,NA,NA,NA,NA,1,-0.5,25,1992,Male
ABS,1,6845py9l,2024-04-04,ZFEHB,3su2sr2o,3,3,5-7-5-7,131.56394849785408,0.25,5,7,5,7,NA,NA,NA,NA,0,0,24,1992,Male
ABS,1,6845py9l,2024-04-04,ZFEHB,3su2sr2o,4,4,7-5-7-5,131.56394849785408,0.25,7,5,7,5,NA,NA,NA,NA,0,0,24,1992,Male
ABS,1,6845py9l,2024-04-04,ZFEHB,3su2sr2o,5,5,7-7-7-7,127.02099447513812,0.22,7,7,7,7,NA,NA,NA,NA,0,0,28,1992,Male
ABS,1,6845py9l,2024-04-04,ZJWGA,vydz79nv,1,1,8-8-8-8,121.96710875331564,0.19,8,8,8,8,NA,NA,NA,NA,0,0,32,1997,Male
ABS,1,6845py9l,2024-04-04,ZJWGA,vydz79nv,2,2,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1997,Male
ABS,1,6845py9l,2024-04-04,ZJWGA,vydz79nv,3,3,12-12-12-12,102.29499443826472,0.07,12,12,12,12,NA,NA,NA,NA,0,0,48,1997,Male
ABS,1,6845py9l,2024-04-04,ZJWGA,vydz79nv,4,4,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1997,Male
ABS,1,6845py9l,2024-04-04,ZJWGA,vydz79nv,5,5,2-2-2-2,146.984336707512,0.35,2,2,2,2,NA,NA,NA,NA,0,0,8,1997,Male
ABS,2,a5pa503k,2024-04-05,BPMUH,3l31n1p8,1,6,10-4-10-10,0,0,10,4,10,10,NA,NA,NA,NA,-3,0,34,1988,Female
ABS,2,a5pa503k,2024-04-05,BPMUH,3l31n1p8,2,7,10-10-12-12,0,0,10,10,12,12,NA,NA,NA,NA,-1,-1,44,1988,Female
ABS,2,a5pa503k,2024-04-05,BPMUH,3l31n1p8,3,8,2-5-8-11,0,0,2,5,8,11,NA,NA,NA,NA,-3,-3,26,1988,Female
ABS,2,a5pa503k,2024-04-05,BPMUH,3l31n1p8,4,9,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1988,Female
ABS,2,a5pa503k,2024-04-05,BPMUH,3l31n1p8,5,10,10-10-10-10,111.87737226277372,0.13,10,10,10,10,NA,NA,NA,NA,0,0,40,1988,Female
